job_title,seniority_level,status,company,location,post_date,headquarter,industry,ownership,company_size,revenue,salary,skills,days_ago,salary_numeric
data scientist,senior,hybrid,company_833,"Canada . Vancouver, BC, Canada . Hybrid",a month ago,"Vancouver, BC, CA",Technology,Private,98,Private,"€118,741 - €155,273",[],,137007
machine learning engineer,senior,on-site,company_065,"Toronto, Ontario, Canada",a month ago,"Cherry Hill, NJ, US",Technology,Private,"26,030",Private,"€137,008 - €173,541","['pytorch', 'spark', 'aws', 'database', 'sql', 'machine learning', 'deep learning', 'azure', 'tensorflow']",,155274.5
machine learning engineer,senior,hybrid,company_836,"Dublin, Ireland . Hybrid",6 days ago,"San Francisco, CA, US",Technology,Private,630,€1.27B,"€98,012",[],6,98012
data scientist,senior,on-site,company_316,"Bengaluru, Karnataka, India",14 days ago,"Eden Prairie, MN, US",Healthcare,Public,"37,960",Public,"€29,797 - €32,901","['spark', 'aws', 'python', 'sql', 'machine learning', 'deep learning', 'azure']",14,31349
data scientist,senior,hybrid,company_662,"Redwood City, CA (Hybrid) . Hybrid",6 days ago,"Redwood City, CA, US",Technology,Private,600,Private,"€220,119",[],6,220119
data scientist,senior,Unknown,company_837,"Waltham, MA",7 days ago,"London, GB",Energy,Public,"12,270",€36.93B,"€126,957 - €149,790","['git', 'r', 'python', 'sql', 'azure']",7,138373.5
machine learning engineer,senior,hybrid,company_690,"Pittsburgh, PA . Hybrid",7 days ago,"Maplewood, MN, US",Healthcare,Public,"22,060",Public,"€108,761 - €132,929","['pytorch', 'aws', 'python', 'machine learning', 'deep learning']",7,120845
data scientist,lead,on-site,company_184,"New York, NY",5 days ago,"New York, NY, US",Retail,Public,"130,040",€5.23B,"€137,000","['sql', 'machine learning', 'r', 'python']",5,137000
data scientist,senior,on-site,company_015,"Los Angeles County, CA",7 days ago,"Menlo Park, CA, US",Technology,Public,900,Public,"€121,475 - €132,435","['pandas', 'numpy', 'pytorch', 'aws', 'scikit-learn', 'python', 'scipy', 'sql', 'machine learning', 'gcp', 'azure', 'tensorflow']",7,126955
data scientist,senior,on-site,company_134,"Arlington, VA . Bellevue, WA",a day ago,"Seattle, WA, US",Retail,Public,"865,436",€832.81B,"€155,268 - €177,188","['amazon', 'aws', 'r', 'python', 'sql', 'machine learning', 'tableau']",,166228
data scientist,senior,on-site,company_763,"Princeton, NJ . New York, NY",19 days ago,"New York, NY, US",Technology,Public,"26,630",Public,"€118,737 - €168,970","['pytorch', 'python', 'machine learning', 'keras', 'deep learning', 'tensorflow']",19,143853.5
data scientist,midlevel,on-site,company_269,"Chennai, Tamil Nadu, India . Hyderabad, Telangana, India",a month ago,"Charlotte, NC, US",Finance,Public,"274,280",€276.82B,"€20,926","['hadoop', 'git', 'gcp', 'python']",,20926
data scientist,senior,remote,company_832,"Washington, United States",7 days ago,"Renton, WA, US",Healthcare,Unknown,"120,040",Nonprofit,"€159,834","['r', 'python', 'scala', 'sql', 'machine learning', 'database', 'azure', 'tableau']",7,159834
data scientist,senior,remote,company_141,"Fort Worth, TX",14 days ago,"Bethesda, MD, US",Technology,Public,"108,650",€117.13B,"€100,474 - €132,440",['machine learning'],14,116457
data scientist,senior,Unknown,company_250,"New York, NY . Chicago, IL",4 days ago,"Paris, FR",Healthcare,Private,"76,010",Private,"€66,119 - €99,994","['amazon', 'aws']",4,83056.5
data scientist,senior,hybrid,company_840,"East Coast, United States . New York, United States . Hybrid",a month ago,"Altrincham, GB",Healthcare,Private,240,Private,"€124,220 - €168,060",[],,146140
data scientist,senior,Unknown,company_844,"Mountain View, CA",21 days ago,"Mountain View, CA, US",Technology,Public,"17,040",€94.59B,"€168,973","['r', 'python', 'sql', 'machine learning', 'tableau']",21,168973
data scientist,Not Specified,remote,company_845,Fully Remote,5 days ago,"San Francisco, CA, US",Finance,Private,457,Private,"€115,085 - €152,531",[],5,133808
data scientist,lead,hybrid,company_846,"Greater Birmingham, Alabama Area . Hybrid",14 days ago,"Boulder, CO, US",Energy,Private,240,Private,"€118,740 - €155,273",[],14,137006.5
data scientist,senior,hybrid,company_313,"Markham, Ontario, Canada . Toronto, Ontario, Canada . Hybrid",a month ago,"London, GB",Finance,Public,"29,490",Public,"€73,454","['machine learning', 'python']",,73454
data scientist,midlevel,Unknown,company_233,"Springfield, VA",a month ago,"Reston, VA, US",Technology,Public,"27,420",Public,"€81,926 - €148,097","['git', 'r', 'python', 'docker', 'linux', 'java', 'sql', 'database', 'deep learning']",,115011.5
data scientist,senior,remote,company_572,Fully Remote,19 days ago,"San Francisco, CA, US",Technology,Private,45,Private,"€155,266 - €178,099",[],19,166682.5
data scientist,senior,on-site,company_355,"Bellevue, WA . San Francisco, CA . Seattle, WA . Palo Alto, CA",14 days ago,"San Francisco, CA, US",Technology,Public,"65,810",€130.59B,"€125,226 - €216,010","['sql', 'r', 'python']",14,170618
data scientist,senior,hybrid,company_848,"Cambridge, MA . Hybrid",16 days ago,"Basel, BS, CH",Healthcare,Public,"107,710",€161.05B,"€79,461",['python'],16,79461
data scientist,midlevel,on-site,company_231,"South San Francisco, CA . On-site",25 days ago,"Kenilworth, NJ, US",Healthcare,Public,"78,700",€231.13B,"€157,737 - €248,339","['machine learning', 'r', 'python']",25,203038
data scientist,senior,hybrid,company_182,"Navi Mumbai, Maharashtra, India . Hybrid",7 days ago,"Chicago, IL, US",Finance,Public,"9,900",Public,"€15,539","['python', 'neural network', 'sql', 'machine learning', 'deep learning']",7,15539
data scientist,midlevel,on-site,company_288,"Washington, DC . On-site",5 days ago,"Reston, VA, US",Technology,Public,"26,060",€62.89B,"€146,141 - €182,673",['python'],5,164407
data scientist,midlevel,hybrid,company_793,"Pittsburgh, PA . Hybrid",a month ago,"Pittsburgh, PA, US",Education,Unknown,"12,659",Education,"€44,521 - €59,359","['database', 'sql', 'r', 'python']",,51940
data scientist,senior,on-site,company_445,On-site,2 days ago,"Ventura, CA, US",Technology,Public,"2,300",Public,"€151,799 - €278,294",[],2,215046.5
data scientist,Not Specified,hybrid,company_851,"Bangalore, Karnataka, India . Hybrid",10 months ago,"Edison, NJ, US",Technology,Private,"3,570",Private,"€34,569",[],10,34569
data scientist,senior,Unknown,company_166,"Veldhoven, North Brabant, Netherlands",14 days ago,"Veldhoven, NB, NL",Technology,Public,"24,800",€173.51B,"€82,367",[],14,82367
data scientist,senior,Unknown,company_852,"San Antonio, TX",14 days ago,"San Antonio, TX, US",Retail,Private,"23,910",Private,"€130,610","['spark', 'r', 'python', 'docker', 'scala', 'java', 'sql', 'machine learning', 'kubernetes', 'deep learning', 'tensorflow']",14,130610
data scientist,lead,on-site,company_420,"Bangkok, Bangkok, Thailand . On-site",a month ago,"Singapore, SG",Technology,Private,"4,570",Private,"€54,267",[],,54267
data scientist,senior,Unknown,company_308,"Hyderabad, Telangana, India",4 days ago,"Redmond, WA, US",Technology,Public,"182,288",€1.68T,"€48,604","['pytorch', 'spark', 'r', 'python', 'scikit-learn', 'scala', 'machine learning', 'deep learning', 'hadoop', 'azure', 'tensorflow']",4,48604
